"Hyperparameters: —episodes 1e5 —seed 25 —learn_rate 0.01— e_init 1 —e_final 0 —discount 0.95
slippery = False",,
episode_num,total_reward,episode_length
29538,0.0,10
29539,1.0,15
29540,1.0,8
29541,1.0,13
29542,0.0,3
29543,0.0,6
29544,0.0,22
29545,0.0,6
29546,0.0,4
29547,0.0,7
29548,1.0,16
29549,0.0,5
29550,0.0,6
29551,0.0,5
29552,0.0,4
29553,1.0,8
29554,0.0,19
29555,0.0,3
29556,1.0,6
29557,0.0,10
29558,1.0,7
29559,0.0,20
29560,0.0,2
29561,0.0,2
29562,0.0,2
29563,0.0,17
29564,0.0,4
29565,0.0,2
29566,0.0,4
29567,0.0,3
29568,0.0,8
29569,0.0,5
29570,1.0,16
29571,0.0,8
29572,0.0,15
29573,0.0,6
29574,0.0,16
29575,1.0,6
29576,0.0,7
29577,0.0,2
29578,1.0,6
29579,0.0,5
29580,1.0,10
29581,0.0,16
29582,0.0,2
29583,0.0,4
29584,0.0,12
29585,0.0,15
29586,0.0,6
29587,0.0,2
29588,0.0,10
29589,0.0,5
29590,0.0,5
29591,1.0,8
29592,1.0,9
29593,0.0,6
29594,0.0,3
29595,0.0,5
29596,0.0,4
29597,1.0,20
29598,0.0,4
29599,0.0,3
29600,0.0,9
29601,0.0,6
29602,0.0,3
29603,0.0,6
29604,0.0,6
29605,0.0,5
29606,0.0,2
29607,0.0,5
29608,0.0,3
29609,0.0,4
29610,0.0,9
29611,0.0,10
29612,1.0,11
29613,1.0,16
29614,0.0,4
29615,1.0,17
29616,0.0,11
29617,1.0,8
29618,1.0,13
29619,0.0,4
29620,0.0,14
29621,0.0,5
29622,0.0,4
29623,0.0,8
29624,0.0,3
29625,0.0,5
29626,1.0,23
29627,0.0,7
29628,0.0,2
29629,0.0,12
29630,0.0,2
29631,0.0,3
29632,0.0,3
29633,0.0,16
29634,0.0,2
29635,0.0,3
29636,1.0,15
29637,0.0,2
29638,0.0,7
29639,0.0,16
29640,0.0,3
29641,0.0,14
29642,0.0,6
29643,0.0,7
29644,0.0,4
29645,0.0,6
29646,0.0,4
29647,1.0,14
29648,1.0,10
29649,0.0,4
29650,0.0,6
29651,0.0,5
29652,0.0,4
29653,0.0,13
29654,0.0,15
29655,0.0,11
29656,1.0,6
29657,0.0,3
29658,0.0,8
29659,0.0,6
29660,0.0,20
29661,0.0,3
29662,1.0,8
29663,0.0,5
29664,0.0,2
29665,0.0,3
29666,1.0,12
29667,0.0,8
29668,0.0,6
29669,0.0,2
29670,1.0,13
29671,0.0,3
29672,1.0,13
29673,0.0,8
29674,0.0,2
29675,1.0,10
29676,1.0,7
29677,0.0,6
29678,0.0,13
29679,0.0,8
29680,1.0,11
29681,0.0,15
29682,0.0,10
29683,0.0,2
29684,0.0,13
29685,0.0,5
29686,0.0,5
29687,1.0,10
29688,0.0,3
29689,0.0,2
29690,0.0,4
29691,0.0,10
29692,0.0,11
29693,0.0,10
29694,0.0,12
29695,0.0,5
29696,0.0,4
29697,0.0,4
29698,0.0,5
29699,0.0,4
29700,0.0,10
29701,1.0,8
29702,0.0,11
29703,0.0,7
29704,0.0,3
29705,0.0,12
29706,1.0,11
29707,0.0,19
29708,0.0,7
29709,0.0,2
29710,1.0,9
29711,1.0,7
29712,0.0,8
29713,0.0,5
29714,1.0,7
29715,0.0,2
29716,0.0,3
29717,0.0,12
29718,0.0,11
29719,0.0,5
29720,0.0,6
29721,0.0,7
29722,0.0,13
29723,0.0,5
29724,0.0,2
29725,0.0,14
29726,0.0,6
29727,0.0,8
29728,0.0,12
29729,0.0,5
29730,0.0,14
29731,1.0,8
29732,0.0,6
29733,1.0,10
29734,1.0,6
29735,0.0,18
29736,0.0,8
29737,0.0,12
29738,0.0,14
29739,0.0,4
29740,1.0,8
29741,0.0,3
29742,0.0,4
29743,0.0,6
29744,0.0,4
29745,0.0,2
29746,1.0,17
29747,0.0,5
29748,1.0,18
29749,0.0,2
29750,0.0,6
29751,0.0,2
29752,0.0,2
29753,0.0,3
29754,0.0,2
29755,0.0,3
29756,0.0,5
29757,0.0,6
29758,0.0,5
29759,0.0,17
29760,0.0,5
29761,0.0,4
29762,0.0,4
29763,0.0,3
29764,0.0,7
29765,1.0,7
29766,0.0,5
29767,0.0,4
29768,0.0,12
29769,1.0,12
29770,0.0,7
29771,0.0,2
29772,0.0,8
29773,0.0,4
29774,0.0,3
29775,1.0,8
29776,1.0,7
29777,0.0,2
29778,0.0,7
29779,1.0,7
29780,0.0,18
29781,0.0,2
29782,0.0,4
29783,0.0,6
29784,1.0,6
29785,0.0,2
29786,0.0,3
29787,0.0,5
29788,0.0,4
29789,0.0,5
29790,0.0,5
29791,0.0,2
29792,1.0,11
29793,0.0,2
29794,0.0,9
29795,0.0,2
29796,1.0,13
29797,0.0,8
29798,0.0,4
29799,0.0,3
29800,0.0,4
29801,0.0,5
29802,0.0,2
29803,0.0,6
29804,0.0,8
29805,1.0,8
29806,0.0,2
29807,0.0,3
29808,0.0,6
29809,0.0,11
29810,0.0,8
29811,0.0,10
29812,0.0,24
29813,0.0,6
29814,1.0,10
29815,1.0,8
29816,0.0,10
29817,0.0,2
29818,1.0,12
29819,0.0,5
29820,0.0,2
29821,0.0,11
29822,0.0,4
29823,0.0,11
29824,0.0,2
29825,1.0,9
29826,0.0,11
29827,0.0,2
29828,0.0,7
29829,0.0,15
29830,0.0,8
29831,0.0,2
29832,0.0,12
29833,0.0,15
29834,0.0,5
29835,0.0,9
29836,1.0,8
29837,1.0,6
29838,1.0,10
29839,0.0,2
29840,0.0,5
29841,0.0,3
29842,1.0,6
29843,0.0,3
29844,0.0,2
29845,0.0,3
29846,0.0,6
29847,0.0,4
29848,1.0,9
29849,0.0,5
29850,0.0,4
29851,0.0,6
29852,0.0,13
29853,0.0,5
29854,1.0,10
29855,0.0,11
29856,1.0,15
29857,0.0,5
29858,1.0,7
29859,0.0,12
29860,0.0,6
29861,0.0,21
29862,0.0,2
29863,0.0,10
29864,0.0,2
29865,0.0,4
29866,0.0,12
29867,0.0,9
29868,0.0,3
29869,0.0,8
29870,0.0,13
29871,0.0,12
29872,0.0,10
29873,0.0,9
29874,0.0,2
29875,1.0,15
29876,0.0,5
29877,0.0,2
29878,0.0,15
29879,0.0,9
29880,1.0,6
29881,0.0,15
29882,1.0,8
29883,0.0,4
29884,0.0,3
29885,1.0,11
29886,0.0,9
29887,0.0,2
29888,0.0,2
29889,0.0,8
29890,0.0,5
29891,0.0,10
29892,1.0,9
29893,1.0,14
29894,1.0,10
29895,0.0,5
29896,1.0,9
29897,1.0,8
29898,1.0,11
29899,1.0,10
29900,1.0,11
29901,0.0,5
29902,0.0,3
29903,0.0,4
29904,1.0,11
29905,0.0,11
29906,0.0,4
29907,1.0,12
29908,0.0,5
29909,0.0,2
29910,0.0,4
29911,0.0,5
29912,1.0,7
29913,0.0,4
29914,1.0,9
29915,0.0,10
29916,0.0,6
29917,0.0,4
29918,0.0,3
29919,0.0,2
29920,0.0,8
29921,0.0,5
29922,1.0,13
29923,0.0,13
29924,0.0,16
29925,0.0,7
29926,1.0,8
29927,1.0,26
29928,0.0,5
29929,0.0,4
29930,0.0,9
29931,0.0,9
29932,0.0,9
29933,1.0,12
29934,0.0,2
29935,1.0,11
29936,0.0,7
29937,0.0,2
29938,0.0,4
29939,0.0,10
29940,0.0,6
29941,0.0,2
29942,1.0,7
29943,1.0,8
29944,0.0,7
29945,0.0,7
29946,0.0,7
29947,0.0,2
29948,1.0,9
29949,1.0,15
29950,0.0,5
29951,0.0,5
29952,0.0,2
29953,1.0,8
29954,0.0,5
29955,1.0,16
29956,0.0,8
29957,1.0,16
29958,1.0,9
29959,0.0,5
29960,1.0,13
29961,0.0,7
29962,0.0,7
29963,0.0,26
29964,0.0,11
29965,1.0,30
29966,0.0,5
29967,0.0,23
29968,1.0,7
29969,0.0,4
29970,0.0,2
29971,1.0,6
29972,1.0,8
29973,0.0,6
29974,0.0,6
29975,0.0,4
29976,0.0,7
29977,1.0,8
29978,0.0,6
29979,0.0,9
29980,0.0,13
29981,0.0,2
29982,0.0,2
29983,0.0,6
29984,1.0,6
29985,0.0,11
29986,0.0,9
29987,1.0,12
29988,0.0,2
29989,0.0,5
29990,0.0,3
29991,0.0,2
29992,0.0,4
29993,0.0,2
29994,0.0,2
29995,0.0,10
29996,0.0,4
29997,0.0,4
29998,1.0,18
29999,0.0,5
30000,0.0,11
30001,0.0,6
30002,0.0,5
30003,0.0,6
30004,0.0,4
30005,0.0,4
30006,0.0,4
30007,0.0,7
30008,0.0,4
30009,1.0,7
30010,0.0,9
30011,0.0,2
30012,0.0,11
30013,0.0,3
30014,0.0,7
30015,0.0,5
30016,0.0,15
30017,0.0,9
30018,1.0,8
30019,0.0,2
30020,1.0,16
30021,0.0,14
30022,0.0,2
30023,0.0,9
30024,1.0,8
30025,1.0,13
30026,0.0,14
30027,1.0,9
30028,0.0,3
30029,0.0,2
30030,1.0,9
30031,0.0,2
30032,0.0,11
30033,0.0,15
30034,0.0,5
30035,0.0,9
30036,0.0,5
30037,0.0,7
30038,0.0,7
30039,1.0,13
30040,1.0,6
30041,0.0,4
30042,0.0,12
30043,0.0,6
30044,0.0,5
30045,0.0,3
30046,0.0,9
30047,0.0,2
30048,0.0,6
30049,1.0,8
30050,0.0,4
30051,1.0,7
30052,0.0,5
30053,1.0,13
30054,0.0,2
30055,0.0,8
30056,0.0,16
30057,0.0,3
30058,0.0,6
30059,1.0,14
30060,0.0,5
30061,0.0,2
30062,0.0,3
30063,0.0,7
30064,0.0,8
30065,0.0,12
30066,0.0,13
30067,0.0,7
30068,0.0,2
30069,0.0,7
30070,0.0,9
30071,0.0,5
30072,0.0,9
30073,1.0,6
30074,1.0,14
30075,1.0,8
30076,0.0,8
30077,1.0,14
30078,1.0,16
30079,0.0,6
30080,0.0,8
30081,1.0,8
30082,0.0,4
30083,0.0,18
30084,0.0,6
30085,1.0,7
30086,0.0,2
30087,0.0,6
30088,0.0,7
30089,0.0,4
30090,0.0,11
30091,1.0,12
30092,0.0,14
30093,0.0,10
30094,1.0,20
30095,0.0,16
30096,0.0,6
30097,0.0,3
30098,1.0,17
30099,1.0,10
30100,0.0,2
30101,0.0,8
30102,0.0,10
30103,0.0,25
30104,0.0,2
30105,1.0,10
30106,0.0,8
30107,0.0,6
30108,0.0,7
30109,0.0,14
30110,0.0,5
30111,1.0,11
30112,0.0,9
30113,1.0,12
30114,0.0,7
30115,1.0,15
30116,0.0,6
30117,0.0,3
30118,0.0,6
30119,0.0,3
30120,0.0,9
30121,0.0,20
30122,0.0,6
30123,1.0,6
30124,0.0,9
30125,0.0,17
30126,0.0,4
30127,0.0,6
30128,0.0,17
30129,0.0,8
30130,0.0,5
30131,1.0,12
30132,0.0,3
30133,0.0,12
30134,0.0,4
30135,0.0,5
30136,0.0,6
30137,0.0,2
30138,0.0,6
30139,0.0,14
30140,0.0,5
30141,0.0,3
30142,0.0,18
30143,0.0,4
30144,0.0,3
30145,1.0,8
30146,1.0,7
30147,1.0,10
30148,0.0,8
30149,1.0,8
30150,0.0,11
30151,0.0,4
30152,1.0,6
30153,0.0,2
30154,0.0,9
30155,1.0,8
30156,0.0,9
30157,0.0,4
30158,0.0,8
30159,1.0,15
30160,0.0,9
30161,0.0,3
30162,1.0,6
30163,0.0,9
30164,0.0,9
30165,0.0,4
30166,0.0,11
30167,0.0,5
30168,0.0,4
30169,0.0,5
30170,0.0,10
30171,0.0,2
30172,0.0,14
30173,0.0,5
30174,0.0,20
30175,1.0,17
30176,0.0,12
30177,0.0,8
30178,0.0,11
30179,1.0,10
30180,0.0,4
30181,1.0,6
30182,0.0,12
30183,0.0,2
30184,0.0,5
30185,0.0,6
30186,0.0,7
30187,0.0,4
30188,0.0,6
30189,0.0,10
30190,0.0,8
30191,0.0,10
30192,0.0,2
30193,0.0,2
30194,0.0,8
30195,0.0,8
30196,1.0,7
30197,0.0,13
30198,0.0,2
30199,0.0,2
30200,0.0,8
30201,0.0,13
30202,0.0,2
30203,0.0,2
30204,1.0,15
30205,0.0,2
30206,0.0,4
30207,0.0,4
30208,0.0,6
30209,0.0,14
30210,0.0,8
30211,1.0,8
30212,0.0,2
30213,1.0,16
30214,0.0,12
30215,1.0,10
30216,0.0,3
30217,1.0,14
30218,0.0,2
30219,0.0,2
30220,0.0,8
30221,0.0,4
30222,0.0,9
30223,0.0,8
30224,1.0,14
30225,0.0,4
30226,0.0,5
30227,0.0,9
30228,0.0,3
30229,0.0,6
30230,0.0,5
30231,0.0,5
30232,0.0,7
30233,0.0,5
30234,1.0,13
30235,0.0,2
30236,0.0,8
30237,0.0,3
30238,0.0,9
30239,0.0,10
30240,0.0,9
30241,1.0,13
30242,0.0,5
30243,0.0,4
30244,0.0,10
30245,0.0,7
30246,0.0,8
30247,1.0,9
30248,1.0,17
30249,0.0,4
30250,1.0,13
30251,0.0,4
30252,0.0,10
30253,0.0,5
30254,0.0,11
30255,0.0,4
30256,0.0,8
30257,1.0,15
30258,0.0,14
30259,0.0,5
30260,0.0,4
30261,1.0,14
30262,0.0,6
30263,0.0,7
30264,0.0,14
30265,0.0,6
30266,0.0,8
30267,1.0,28
30268,1.0,13
30269,0.0,14
30270,1.0,9
30271,0.0,10
30272,0.0,7
30273,0.0,13
30274,0.0,4
30275,0.0,8
30276,1.0,12
30277,0.0,3
30278,0.0,2
30279,1.0,17
30280,1.0,8
30281,1.0,14
30282,0.0,10
30283,0.0,4
30284,0.0,6
30285,0.0,7
30286,0.0,6
30287,0.0,4
30288,0.0,6
30289,0.0,8
30290,0.0,5
30291,0.0,3
30292,1.0,11
30293,0.0,11
30294,0.0,7
30295,1.0,12
30296,0.0,4
30297,0.0,9
30298,0.0,7
30299,1.0,6
30300,0.0,6
30301,0.0,2
30302,1.0,8
30303,0.0,10
30304,0.0,15
30305,0.0,19
30306,0.0,4
30307,0.0,12
30308,1.0,29
30309,1.0,10
30310,0.0,6
30311,0.0,8
30312,1.0,8
30313,0.0,2
30314,1.0,6
30315,1.0,11
30316,0.0,5
30317,0.0,5
30318,0.0,2
30319,0.0,2
30320,0.0,16
30321,0.0,2
30322,1.0,18
30323,0.0,2
30324,0.0,10
30325,0.0,13
30326,0.0,8
30327,0.0,3
30328,0.0,2
30329,0.0,8
30330,0.0,2
30331,0.0,6
30332,0.0,8
30333,0.0,2
30334,0.0,11
30335,0.0,9
30336,0.0,4
30337,0.0,6
30338,0.0,3
30339,0.0,5
30340,0.0,3
30341,0.0,10
30342,1.0,8
30343,1.0,15
30344,0.0,10
30345,0.0,2
30346,0.0,3
30347,0.0,6
30348,0.0,3
30349,0.0,2
30350,1.0,10
30351,0.0,4
30352,0.0,10
30353,0.0,4
30354,0.0,4
30355,1.0,11
30356,0.0,3
30357,0.0,2
30358,1.0,17
30359,0.0,5
30360,0.0,12
30361,0.0,3
30362,0.0,5
30363,0.0,3
30364,0.0,4
30365,1.0,12
30366,1.0,9
30367,0.0,2
30368,0.0,13
30369,1.0,6
30370,0.0,5
30371,0.0,8
30372,0.0,9
30373,0.0,8
30374,0.0,2
30375,0.0,2
30376,0.0,14
30377,0.0,8
30378,0.0,13
30379,0.0,2
30380,0.0,2
30381,0.0,2
30382,0.0,4
30383,0.0,5
30384,0.0,2
30385,1.0,8
30386,0.0,13
30387,0.0,2
30388,0.0,9
30389,0.0,7
30390,0.0,2
30391,0.0,8
30392,0.0,12
30393,1.0,9
30394,0.0,15
30395,0.0,2
30396,1.0,11
30397,1.0,11
30398,0.0,10
30399,0.0,6
30400,0.0,4
30401,1.0,6
30402,0.0,7
30403,0.0,5
30404,0.0,8
30405,0.0,10
30406,0.0,4
30407,0.0,5
30408,0.0,12
30409,0.0,3
30410,0.0,4
30411,1.0,9
30412,0.0,5
30413,0.0,4
30414,0.0,6
30415,0.0,2
30416,1.0,9
30417,0.0,5
30418,0.0,7
30419,0.0,4
30420,0.0,2
30421,0.0,7
30422,0.0,8
30423,0.0,7
30424,0.0,7
30425,1.0,7
30426,0.0,8
30427,0.0,19
30428,0.0,2
30429,0.0,5
30430,0.0,4
30431,0.0,8
30432,1.0,12
30433,0.0,4
30434,0.0,6
30435,0.0,4
30436,0.0,9
30437,1.0,11
30438,0.0,2
30439,0.0,7
30440,0.0,17
30441,0.0,6
30442,0.0,4
30443,0.0,8
30444,0.0,4
30445,1.0,12
30446,1.0,10
30447,0.0,4
30448,0.0,12
30449,0.0,4
30450,0.0,2
30451,0.0,8
30452,1.0,8
30453,0.0,3
30454,0.0,5
30455,0.0,5
30456,0.0,6
30457,0.0,4
30458,0.0,7
30459,0.0,4
30460,0.0,9
30461,0.0,8
30462,0.0,3
30463,1.0,7
30464,0.0,2
30465,0.0,2
30466,0.0,9
30467,0.0,12
30468,0.0,4
30469,0.0,14
30470,0.0,5
30471,0.0,9
30472,0.0,17
30473,0.0,4
30474,1.0,13
30475,0.0,7
30476,0.0,7
30477,0.0,2
30478,0.0,14
30479,0.0,6
30480,0.0,18
30481,0.0,21
30482,0.0,15
30483,0.0,12
30484,0.0,10
30485,0.0,13
30486,0.0,5
30487,0.0,2
30488,0.0,2
30489,0.0,7
30490,0.0,2
30491,0.0,8
30492,0.0,18
30493,0.0,10
30494,0.0,4
30495,1.0,9
30496,0.0,13
30497,0.0,5
30498,0.0,3
30499,1.0,8
30500,0.0,10
30501,0.0,3
30502,0.0,2
30503,0.0,14
30504,0.0,5
30505,0.0,3
30506,0.0,5
30507,0.0,5
30508,1.0,12
30509,0.0,4
30510,0.0,8
30511,0.0,2
30512,0.0,13
30513,0.0,2
30514,0.0,3
30515,1.0,17
30516,0.0,2
30517,0.0,8
30518,0.0,9
30519,0.0,2
30520,0.0,6
30521,1.0,14
30522,0.0,7
30523,0.0,2
30524,0.0,13
30525,0.0,9
30526,0.0,6
30527,0.0,5
30528,0.0,14
30529,0.0,6
30530,0.0,12
30531,0.0,7
30532,0.0,5
30533,0.0,2
30534,1.0,10
30535,0.0,2
30536,0.0,2
30537,0.0,12
30538,0.0,6
30539,1.0,18
30540,0.0,14
30541,0.0,12
30542,0.0,4
30543,0.0,3
30544,0.0,17
30545,0.0,5
30546,0.0,3
30547,0.0,11
30548,0.0,4
30549,0.0,6
30550,0.0,10
30551,0.0,2
30552,0.0,14
30553,1.0,13
30554,1.0,7
30555,0.0,5
30556,0.0,5
30557,0.0,7
30558,0.0,13
30559,0.0,6
30560,0.0,5
30561,0.0,5
30562,0.0,6
30563,0.0,4
30564,1.0,14
30565,0.0,3
30566,0.0,4
30567,0.0,3
30568,0.0,4
30569,0.0,7
30570,0.0,8
30571,1.0,14
30572,1.0,10
30573,0.0,10
30574,0.0,7
30575,0.0,5
30576,1.0,8
30577,0.0,4
30578,0.0,5
30579,0.0,9
30580,0.0,11
30581,0.0,4
30582,0.0,4
30583,0.0,9
30584,0.0,15
30585,0.0,8
30586,0.0,2
30587,0.0,6
30588,0.0,4
30589,0.0,12
30590,1.0,19
30591,0.0,9
30592,0.0,6
30593,0.0,4
30594,0.0,2
30595,0.0,6
30596,0.0,4
30597,1.0,21
30598,0.0,18
30599,1.0,10
30600,0.0,9
30601,1.0,6
30602,0.0,9
30603,0.0,3
30604,1.0,9
30605,0.0,10
30606,1.0,10
30607,0.0,2
30608,0.0,5
30609,0.0,8
30610,0.0,2
30611,1.0,6
30612,0.0,4
30613,0.0,5
30614,1.0,14
30615,0.0,4
30616,0.0,9
30617,0.0,2
30618,0.0,3
30619,1.0,13
30620,1.0,12
30621,0.0,5
30622,0.0,3
30623,0.0,11
30624,0.0,9
30625,1.0,11
30626,1.0,6
30627,0.0,9
30628,0.0,10
30629,0.0,2
30630,0.0,6
30631,0.0,4
30632,0.0,6
30633,0.0,2
30634,0.0,10
30635,0.0,5
30636,0.0,4
30637,1.0,17
30638,1.0,6
30639,0.0,3
30640,1.0,9
30641,0.0,13
30642,0.0,2
30643,0.0,9
30644,0.0,6
30645,1.0,6
30646,0.0,5
30647,0.0,4
30648,0.0,2
30649,0.0,7
30650,0.0,5
30651,1.0,14
30652,0.0,3
30653,0.0,2
30654,1.0,9
30655,0.0,12
30656,0.0,5
30657,0.0,5
30658,0.0,2
30659,0.0,15
30660,0.0,8
30661,0.0,3
30662,0.0,4
30663,0.0,5
30664,1.0,15
30665,0.0,5
30666,0.0,7
30667,0.0,6
30668,0.0,40
30669,1.0,13
30670,1.0,8
30671,0.0,17
30672,0.0,2
30673,0.0,2
30674,1.0,7
30675,0.0,4
30676,0.0,4
30677,0.0,6
30678,0.0,4
30679,0.0,4
30680,0.0,6
30681,0.0,11
30682,1.0,6
30683,0.0,3
30684,0.0,6
30685,0.0,2
30686,1.0,19
30687,0.0,12
30688,0.0,2
30689,0.0,5
30690,0.0,14
30691,0.0,4
30692,0.0,4
30693,0.0,26
30694,0.0,12
30695,1.0,12
30696,0.0,4
30697,0.0,4
30698,0.0,6
30699,1.0,9
30700,0.0,3
30701,0.0,3
30702,0.0,7
30703,0.0,6
30704,1.0,10
30705,0.0,2
30706,0.0,10
30707,0.0,5
30708,0.0,7
30709,0.0,5
30710,0.0,8
30711,0.0,5
30712,0.0,3
30713,0.0,3
30714,0.0,5
30715,0.0,9
30716,0.0,12
30717,1.0,11
30718,0.0,5
30719,0.0,4
30720,0.0,7
30721,0.0,10
30722,0.0,2
30723,0.0,2
30724,0.0,11
30725,1.0,6
30726,1.0,11
30727,1.0,9
30728,0.0,8
30729,1.0,6
30730,1.0,10
30731,1.0,6
30732,0.0,4
30733,0.0,3
30734,0.0,6
30735,0.0,7
30736,0.0,7
30737,0.0,7
30738,0.0,2
30739,0.0,5
30740,1.0,6
30741,0.0,9
30742,0.0,27
30743,0.0,12
30744,0.0,15
30745,0.0,8
30746,0.0,10
30747,0.0,14
30748,0.0,6
30749,1.0,19
30750,0.0,12
30751,1.0,6
30752,1.0,14
30753,0.0,4
30754,0.0,4
30755,1.0,8
30756,0.0,9
30757,0.0,4
30758,0.0,4
30759,0.0,2
30760,0.0,5
30761,0.0,6
30762,0.0,6
30763,0.0,14
30764,0.0,5
30765,1.0,8
30766,0.0,2
30767,0.0,9
30768,0.0,4
30769,0.0,22
30770,0.0,9
30771,0.0,3
30772,0.0,6
30773,1.0,8
30774,0.0,4
30775,0.0,4
30776,0.0,5
30777,0.0,5
30778,0.0,4
30779,0.0,4
30780,0.0,13
30781,0.0,3
30782,0.0,12
30783,0.0,6
30784,0.0,2
30785,0.0,4
30786,0.0,10
30787,0.0,4
30788,0.0,7
30789,0.0,4
30790,0.0,6
30791,0.0,6
30792,0.0,2
30793,0.0,2
30794,0.0,6
30795,0.0,7
30796,0.0,2
30797,0.0,11
30798,0.0,2
30799,0.0,5
30800,1.0,13
30801,0.0,6
30802,0.0,4
30803,0.0,2
30804,0.0,10
30805,1.0,17
30806,0.0,5
30807,0.0,5
30808,1.0,8
30809,0.0,2
30810,0.0,6
30811,0.0,8
30812,1.0,10
30813,0.0,5
30814,0.0,2
30815,0.0,4
30816,0.0,12
30817,0.0,3
30818,0.0,9
30819,0.0,8
30820,1.0,6
30821,0.0,9
30822,0.0,7
30823,0.0,11
30824,0.0,3
30825,1.0,12
30826,1.0,6
30827,0.0,2
30828,1.0,9
30829,0.0,9
30830,0.0,7
30831,1.0,13
30832,0.0,2
30833,0.0,3
30834,0.0,10
30835,1.0,11
30836,0.0,3
30837,1.0,9
30838,1.0,8
30839,0.0,10
30840,0.0,6
30841,1.0,10
30842,0.0,5
30843,0.0,2
30844,1.0,6
30845,0.0,5
30846,0.0,2
30847,1.0,8
30848,0.0,6
30849,0.0,7
30850,0.0,11
30851,1.0,27
30852,1.0,13
30853,0.0,8
30854,0.0,18
30855,0.0,9
30856,1.0,22
30857,0.0,5
30858,1.0,9
30859,1.0,11
30860,1.0,8
30861,0.0,2
30862,0.0,3
30863,0.0,5
30864,1.0,12
30865,0.0,6
30866,0.0,2
30867,0.0,2
30868,1.0,13
30869,1.0,6
30870,1.0,12
30871,0.0,5
30872,0.0,4
30873,1.0,9
30874,0.0,22
30875,0.0,6
30876,1.0,20
30877,0.0,14
30878,0.0,9
30879,0.0,2
30880,1.0,12
30881,0.0,5
30882,1.0,6
30883,0.0,8
30884,0.0,3
30885,1.0,27
30886,0.0,15
30887,1.0,11
30888,0.0,7
30889,0.0,2
30890,0.0,3
30891,0.0,10
30892,0.0,12
30893,0.0,7
30894,0.0,16
30895,0.0,11
30896,0.0,5
30897,0.0,4
30898,1.0,10
30899,0.0,8
30900,0.0,5
30901,0.0,2
30902,0.0,7
30903,0.0,16
30904,1.0,8
30905,1.0,16
30906,0.0,5
30907,0.0,2
30908,0.0,5
30909,0.0,4
30910,0.0,3
30911,1.0,9
30912,0.0,6
30913,0.0,5
30914,0.0,7
30915,0.0,9
30916,0.0,10
30917,0.0,4
30918,0.0,7
30919,0.0,2
30920,0.0,5
30921,1.0,9
30922,0.0,17
30923,0.0,4
30924,0.0,5
30925,0.0,2
30926,0.0,2
30927,0.0,8
30928,1.0,22
30929,1.0,8
30930,0.0,11
30931,0.0,16
30932,0.0,5
30933,0.0,6
30934,0.0,8
30935,0.0,8
30936,1.0,13
30937,0.0,2
30938,0.0,2
30939,0.0,10
30940,0.0,8
30941,0.0,9
30942,0.0,4
30943,0.0,17
30944,0.0,6
30945,0.0,2
30946,1.0,15
30947,1.0,8
30948,0.0,7
30949,0.0,4
30950,0.0,7
30951,0.0,9
30952,0.0,10
30953,0.0,4
30954,0.0,8
30955,0.0,2
30956,0.0,14
30957,0.0,5
30958,0.0,2
30959,0.0,7
30960,0.0,4
30961,0.0,2
30962,0.0,6
30963,0.0,11
30964,0.0,15
30965,1.0,8
30966,0.0,10
30967,0.0,6
30968,1.0,10
30969,0.0,4
30970,0.0,6
30971,0.0,3
30972,0.0,5
30973,1.0,15
30974,1.0,10
30975,0.0,16
30976,0.0,6
30977,0.0,4
30978,0.0,2
30979,1.0,14
30980,0.0,9
30981,1.0,8
30982,0.0,6
30983,0.0,2
30984,1.0,13
30985,0.0,8
30986,0.0,8
30987,0.0,5
30988,1.0,13
30989,0.0,6
30990,1.0,12
30991,0.0,3
30992,0.0,2
30993,0.0,5
30994,0.0,6
30995,0.0,6
30996,1.0,10
30997,1.0,12
30998,0.0,4
30999,0.0,2
31000,0.0,10
31001,0.0,12
31002,0.0,8
31003,0.0,7
31004,0.0,3
31005,0.0,5
31006,0.0,7
31007,1.0,8
31008,1.0,14
31009,0.0,2
31010,0.0,6
31011,0.0,6
31012,0.0,5
31013,0.0,3
31014,0.0,7
31015,1.0,6
31016,0.0,7
31017,0.0,17
31018,0.0,3
31019,0.0,3
31020,0.0,3
31021,0.0,9
31022,0.0,16
31023,0.0,9
31024,0.0,13
31025,0.0,2
31026,0.0,7
31027,1.0,14
31028,0.0,4
31029,0.0,6
31030,0.0,3
31031,0.0,9
31032,0.0,4
31033,1.0,9
31034,1.0,8
31035,0.0,4
31036,1.0,13
31037,0.0,9
31038,0.0,8
31039,0.0,16
31040,0.0,6
31041,1.0,24
31042,0.0,2
31043,0.0,10
31044,0.0,9
31045,0.0,4
31046,0.0,2
31047,0.0,12
31048,0.0,8
31049,1.0,12
31050,0.0,10
31051,0.0,5
31052,0.0,7
31053,1.0,23
31054,0.0,2
31055,0.0,8
31056,0.0,7
31057,0.0,3
31058,0.0,8
31059,0.0,5
31060,0.0,3
31061,1.0,12
31062,0.0,6
31063,0.0,9
31064,1.0,10
31065,1.0,10
31066,1.0,6
31067,0.0,9
31068,0.0,7
31069,0.0,7
31070,0.0,9
31071,0.0,5
31072,1.0,12
31073,1.0,9
31074,0.0,11
31075,1.0,10
31076,0.0,15
31077,0.0,5
31078,1.0,9
31079,0.0,8
31080,0.0,3
31081,0.0,2
31082,0.0,4
31083,0.0,4
